学号,姓名,年龄,性别,出生日期 ,出生地,籍贯,国籍/地区,身份证件号,健康状况,联系电话
10000491,窦据话,20,女,1996-10-03,龙羊峡路97号-2-5,上海,美国,710724192512122590,有生理缺陷,15008656201
10000492,白三安,27,女,1995-04-09,山口路63号-9-5,上海,香港,231032197208107830,一般或较弱,15305232106
10000493,阳地层,26,女,1996-07-16,陵县支街44号-8-4,安徽,中国,122703193002171423,有生理缺陷,15603433612
10000494,浦从神,23,女,1994-04-02,香港中大厦125号-7-4,安徽,中国,452628199704129050,有生理缺陷,13306737590
10000495,房族之,21,男,1995-09-17,贵州街105号-9-5,安徽,台湾,362724198008134755,一般或较弱,13903002493
10000496,苍供示,20,男,1995-10-03,屏东广场141号-5-3,云南,美国,330725195207303226,残疾,13207837108
10000497,蔚九视,18,女,1997-10-18,长城南路120号-11-6,云南,台湾,620107194211292473,健康或良好,15507674348
10000498,斜型百,24,男,1993-01-08,湛山一街116号-1-1,湖北,台湾,610108193912289132,一般或较弱,13004593565
10000499,帅万权,34,男,1996-08-18,泰州五街13号-3-6,云南,中国,222524193109201505,一般或较弱,15707381541
10000500,扈长增,24,女,1993-11-29,陵县支街132号-4-2,湖北,美国,610607197012136912,有生理缺陷,13707807828
10000501,唐亲后,30,男,1992-01-15,长安南路35号-3-8,江苏,美国,22052619950613177,有慢性病,15005550306
10000502,唐力道,33,男,1996-11-22,台东四路127号-7-4,江苏,中国,310924199612233957,有生理缺陷,13308054266
10000503,海差系,22,女,1997-07-25,郯城街50号-10-1,云南,澳门,360134197310219672,一般或较弱,15108522254
10000504,路种况,23,男,1997-07-01,海江街88号-17-7,上海,澳门,540509196711279237,一般或较弱,15508095333
10000505,奚县展,31,男,1994-01-07,伏龙街103号-12-3,湖北,台湾,642635194507091370,残疾,13800542711
10000506,全和北,18,女,1997-09-22,居庸关街39号-16-2,湖北,澳门,412305196610216390,一般或较弱,15800196359
10000507,文处直,22,女,1992-05-19,沈阳支大厦123号-1-3,江苏,澳门,542609199406285691,有慢性病,13505285489
10000508,贲走来,33,女,1997-06-14,吉林路14号-9-7,江苏,台湾,510131201312259758,有慢性病,15802491240
10000509,郝固才,30,男,1997-10-13,东光大厦44号-6-8,湖北,台湾,652525199508301844,有生理缺陷,13900763803
10000510,乌通系,35,男,1993-09-02,西江广场51号-6-6,上海,澳门,812437199707042406,健康或良好,15704980159
10000511,司马高,35,女,1997-03-28,江西支街81号-5-4,江苏,台湾,540630192911148797,健康或良好,13901038863
10000512,怀举足,32,女,1995-02-19,宁国二支路49号-17-9,云南,澳门,420209198904216453,健康或良好,13904832728
10000513,衡完断,29,男,1996-03-23,晓望街94号-3-1,江苏,澳门,5225011967061818,一般或较弱,13703692491
10000514,蓝争况,32,男,1997-05-29,中山街144号-15-10,安徽,台湾,440710198811117425,健康或良好,13806755648
10000515,章青苏,23,男,1993-05-21,宁国一支广场30号-18-8,江苏,澳门,422134192810077722,有生理缺陷,13308203377
10000516,伍破注,34,女,1993-08-20,观海一路108号-12-3,上海,台湾,372326198802209835,健康或良好,15001788221
10000517,束长我,29,男,1991-10-20,兴安支街143号-7-7,上海,香港,622135192907133900,健康或良好,15001513349
10000518,楮命规,32,男,1994-07-19,徐州大厦21号-9-6,上海,中国,410129193403077047,健康或良好,15301834127
10000519,双书府,24,男,1997-02-21,朝城路18号-7-6,上海,香港,520223195508014475,有慢性病,15606726491
10000520,羿例就,34,男,1992-06-19,南海大厦52号-19-8,云南,香港,342133194703193817,残疾,13902554438
10000521,陆边规,34,男,1994-01-22,台西纬五路20号-12-5,江苏,美国,642331201412055017,一般或较弱,13703176569
10000522,刁影讲,18,女,1996-06-23,三明南路81号-14-5,云南,中国,330832192209132360,有生理缺陷,15001446624
10000523,连难持,30,女,1993-09-22,绍兴广场128号-14-3,云南,美国,430533194407247898,健康或良好,15505134808
10000524,曾公都,18,男,1995-03-04,遵义路126号-5-9,上海,中国,21262319660608806,有生理缺陷,13505987751
10000525,充入前,22,女,1993-05-20,澳门九广场20号-5-4,江苏,台湾,132409195703172393,有生理缺陷,15701028714
10000526,计还海,23,女,1994-01-07,安城街61号-19-7,云南,美国,650523197312117765,有慢性病,13503001930
10000527,贲章情,33,女,1994-10-14,嫩江广场113号-3-2,安徽,中国,432725195004281132,一般或较弱,15308300249
10000528,锺和业,33,女,1992-08-09,长城南路148号-9-9,江苏,澳门,812507191708105603,健康或良好,13700703078
10000529,毕须增,29,男,1996-06-15,锦州支街118号-2-10,云南,美国,630730198706071409,一般或较弱,15806920048
10000530,左国举,23,男,1995-11-13,虹桥广场47号-19-6,上海,美国,510325197306256276,一般或较弱,13401992650
10000531,衡平说,26,女,1997-10-15,台西纬二路76号-20-9,安徽,美国,51240419541018614,有慢性病,13300511028
10000532,郑持亚,32,女,1995-05-01,高苑大厦37号-10-4,云南,台湾,51242419340423815,有生理缺陷,13900788914
10000533,归营它,25,女,1995-08-14,云南路107号-1-6,云南,中国,370431201108082290,有生理缺陷,15701031034
10000534,邓氧认,34,女,1994-11-27,澳门五路132号-14-1,安徽,澳门,4608251991082719,残疾,13103730387
10000535,敖女育,32,女,1992-06-13,锦城广场144号-10-8,云南,台湾,112634195709184446,有生理缺陷,13201261162
10000536,邰利因,33,女,1991-12-28,登州路109号-7-1,安徽,香港,142128197306146001,健康或良好,15206157980
10000537,崔精电,30,女,1994-01-09,台西四街145号-7-1,云南,台湾,411025198601268652,有生理缺陷,15002840925
10000538,元光路,20,男,1993-02-05,丽水街127号-1-6,安徽,台湾,530730200510247685,有生理缺陷,13605197490
10000539,燕便氧,30,男,1995-04-17,南海支路24号-11-8,江苏,香港,451033201108107237,残疾,15804583668
10000540,祁门力,24,男,1994-04-11,瞿塘峡街28号-18-8,江苏,美国,422534199407131564,有生理缺陷,15701253936
10000541,农出推,30,女,1994-06-13,华阳路118号-16-5,湖北,台湾,502631195505013995,残疾,15605430285
10000542,葛致程,25,男,1992-06-07,观象二路21号-2-3,安徽,美国,530729201507156249,残疾,13508311044
10000543,郁她约,18,男,1992-07-19,咸阳支街85号-11-1,云南,台湾,340425195311035465,有生理缺陷,13606108340
10000544,习带体,29,男,1994-11-10,闽江一大厦63号-17-4,上海,台湾,620724193510175981,有慢性病,13000982795
10000545,毋死至,23,女,1997-10-19,城阳街18号-4-4,上海,台湾,350827197308297125,有生理缺陷,13104696723
10000546,茅清备,26,男,1994-03-18,莱芜一广场144号-8-9,湖北,台湾,112433195908301747,一般或较弱,13303825676
10000547,师得对,21,男,1995-07-31,永嘉大厦23号-8-3,上海,香港,360936192206216398,残疾,13004115603
10000548,和前离,27,男,1995-09-01,龙山路128号-7-3,江苏,中国,212722194903072811,有慢性病,15304482025
10000549,冀集过,20,男,1997-06-07,泰山广场96号-19-6,安徽,美国,372535192306193514,有慢性病,15002108229
10000550,杨组破,19,男,1992-10-01,龙泉路118号-10-7,安徽,澳门,71080220040213611,健康或良好,13900348005
10000551,武导十,20,男,1995-05-09,福清广场57号-11-5,安徽,台湾,810633200008243055,残疾,13305371987
10000552,逑费根,22,男,1991-12-14,诸城大厦51号-6-3,云南,台湾,642308201602183652,有生理缺陷,15303288932
10000553,蔺好制,26,男,1991-12-27,闽江大厦129号-6-3,湖北,中国,430510196303248858,有生理缺陷,13704155426
10000554,万论精,21,女,1995-07-06,恒山路91号-10-8,湖北,中国,352110197709159309,残疾,15506777563
10000555,侯呢无,22,男,1992-05-24,河城大厦72号-18-3,安徽,台湾,320524199212122169,一般或较弱,13506744975
10000556,卞只害,28,男,1994-07-21,大港纬四街100号-3-6,云南,台湾,320924197709258532,健康或良好,13806492962
10000557,房火界,25,女,1996-05-06,锦城广场117号-12-5,上海,澳门,71243619351008175,健康或良好,13608184302
10000558,暴大也,25,女,1993-06-23,吴兴一广场75号-2-4,江苏,中国,610225192404269209,残疾,15002661669
10000559,白等根,22,女,1994-11-10,胶州广场42号-15-8,江苏,台湾,352401200107127890,有慢性病,13505286404
10000560,籍河随,23,女,1991-11-27,郧阳路112号-12-1,湖北,中国,630732201308191738,残疾,15503374561
10000561,林风却,29,男,1995-06-06,恒山路149号-4-10,江苏,香港,512135199910108084,健康或良好,15101820668
10000562,宫院波,20,女,1995-06-25,泰州三广场83号-11-9,云南,澳门,230929199912262683,有生理缺陷,13504494317
10000563,丘边批,21,男,1997-09-26,大尧二路39号-9-2,安徽,香港,81072319950113952,一般或较弱,13603445937
10000564,惠西型,26,男,1996-09-11,宁德街110号-4-8,云南,香港,442105199902247572,健康或良好,15007655985
10000565,浦照型,23,男,1993-01-25,洮南大厦136号-3-1,湖北,美国,112228199106226076,一般或较弱,13805938069
10000566,郁过自,21,女,1993-05-10,驼峰路46号-12-3,上海,香港,130834201608193865,残疾,15900501231
10000567,宗部强,31,男,1992-05-26,台南路127号-18-1,上海,台湾,420733198605302135,残疾,13104480031
10000568,宰使族,20,女,1993-04-14,李村街113号-17-5,江苏,中国,340709198609042269,一般或较弱,13601974043
10000569,濮艺轮,21,女,1994-03-04,团岛三街29号-20-3,湖北,香港,650421197701052224,健康或良好,13706421128
10000570,万许海,32,男,1995-11-23,浦口广场53号-19-9,安徽,中国,312507201104307635,健康或良好,15008570286
10000571,农持个,23,男,1992-08-14,闽江四街77号-18-2,上海,香港,420403197712184461,一般或较弱,13904530661
10000572,闽山千,27,女,1997-02-25,宁国二路136号-9-7,湖北,美国,462604192110025534,残疾,15602433925
10000573,党她写,34,女,1994-12-15,城武支大厦25号-14-7,安徽,美国,532428192312116738,健康或良好,15804183516
10000574,仲变底,18,男,1991-11-03,遵义路77号-3-4,江苏,香港,150229197810047462,健康或良好,13207582094
10000575,屠次地,27,男,1997-08-10,包头路99号-2-7,上海,中国,362202195310245628,一般或较弱,15307504686
10000576,许全华,22,女,1994-05-08,龙山路117号-12-4,安徽,香港,712637200605203037,有生理缺陷,15703622034
10000577,范石罪,28,女,1997-01-14,广东广场45号-19-8,湖北,中国,362337200808198231,有慢性病,13206625973
10000578,欧商致,19,男,1995-09-08,庆祥街96号-6-8,湖北,台湾,542226197012233793,残疾,15801179015
10000579,费死轻,20,女,1993-12-21,高雄广场76号-10-1,上海,台湾,130737199402271511,残疾,13102800861
10000580,相达事,27,女,1992-01-22,江西支街144号-9-4,安徽,中国,21263219760428749,一般或较弱,15802143538
10000581,黎致十,24,女,1993-07-01,云门一街28号-18-4,江苏,美国,120835193606079787,一般或较弱,15108042715
10000582,阙列单,33,男,1993-02-19,南平广场122号-3-9,安徽,中国,422429193811228350,有慢性病,13404322037
10000583,左采解,26,男,1993-01-25,屏东支路127号-11-5,安徽,台湾,420125197807125721,一般或较弱,15507423638
10000584,项却特,24,男,1995-11-21,善化街78号-8-2,云南,中国,540532195407015013,残疾,15305475206
10000585,程就家,23,男,1994-08-06,湛山三路102号-14-6,云南,台湾,610323195902234548,一般或较弱,13408530015
10000586,谈电重,26,女,1993-03-25,澳门四街130号-17-7,江苏,中国,130426191912051609,有慢性病,15802978335
10000587,叶题石,23,男,1995-12-06,基隆广场23号-1-1,云南,澳门,542605198311089782,残疾,15701325090
10000588,双派圆,33,男,1994-01-06,湛山三路132号-4-4,江苏,中国,112130196106209910,有慢性病,15306443785
10000589,尚法极,35,女,1995-01-30,松山广场16号-9-6,湖北,中国,222706198309018739,有生理缺陷,15907817728
10000590,晋密马,18,女,1993-06-13,内蒙古路36号-19-9,江苏,香港,810910196710215777,健康或良好,13601222400
10000591,凌制其,35,女,1995-11-26,安徽路96号-19-4,安徽,台湾,621027196804164246,健康或良好,15804392481
10000592,董面习,28,女,1996-03-02,澳门广场62号-17-10,江苏,澳门,532309200302245560,有生理缺陷,13503621449
10000593,鲁事法,32,女,1994-06-01,平定路44号-15-3,安徽,美国,630332199508261372,残疾,15801478615
10000594,舒举配,23,女,1996-08-26,台西二街62号-2-7,湖北,中国,652609195002031134,一般或较弱,13406564700
10000595,苍安二,24,男,1992-01-15,武昌路106号-5-2,安徽,香港,13090819180329457,一般或较弱,15203776443
10000596,鱼两思,21,男,1997-03-09,嫩江广场95号-16-3,湖北,台湾,410422197101093061,健康或良好,15707780313
10000597,卞除采,30,男,1994-02-17,大连街139号-9-7,上海,中国,622205192605282475,残疾,13300342677
10000598,弓她感,29,男,1994-11-29,鹊山广场36号-20-5,江苏,中国,410201193807176464,残疾,15001027023
10000599,勾生全,20,女,1993-01-24,宁国路31号-9-3,江苏,澳门,630805196004273294,一般或较弱,15702240741
10000600,国技府,29,女,1993-10-22,善化街91号-19-8,湖北,台湾,362728201606266722,一般或较弱,13503617593
10000601,卞务水,25,男,1997-05-15,浦口广场63号-10-8,安徽,澳门,152306197707271024,一般或较弱,15207247595
10000602,柳处同,26,男,1993-02-16,江苏广场117号-8-6,云南,台湾,131031196705052560,健康或良好,13501761998
10000603,倪都美,30,女,1994-08-01,台东二路40号-4-5,安徽,澳门,811037198212234537,有慢性病,13907348838
10000604,巴员律,28,男,1997-03-28,郯城街136号-12-9,湖北,澳门,520836199609079742,残疾,13506862476
10000605,水其合,21,男,1991-12-07,港联路126号-13-9,湖北,澳门,150726193411167681,健康或良好,13902937856
10000606,禹通革,31,女,1997-12-31,旅顺街39号-12-1,湖北,香港,352707199802279597,健康或良好,13906075302
10000607,田务且,24,女,1993-04-05,茌平路143号-1-6,云南,美国,410732196801266535,有生理缺陷,15105456184
10000608,吕作识,22,女,1991-11-20,东海西路84号-18-3,云南,台湾,622409195405223496,有生理缺陷,13004029099
10000609,姚广大,18,女,1995-03-11,屏东广场149号-3-7,安徽,台湾,622632199205193090,残疾,15704282100
10000610,景争望,20,女,1994-12-17,逍遥三大厦131号-8-9,湖北,澳门,23212720100808236,一般或较弱,15008416805
10000611,熊国志,22,男,1993-03-07,招远街100号-1-6,安徽,美国,530224195205217413,一般或较弱,15302611806
10000612,庄消这,21,女,1995-02-13,文登广场90号-9-8,云南,澳门,610221201510147215,健康或良好,15707743769
10000613,慕交地,18,男,1994-03-07,三明南路136号-6-4,湖北,香港,150629195301196385,有生理缺陷,13602150215
10000614,洪厂非,32,女,1993-03-10,驼峰路16号-20-3,安徽,美国,232506192112106716,残疾,13404477599
10000615,郁术压,18,男,1993-05-11,嘉祥路12号-2-9,江苏,中国,152624196111298768,残疾,13003035355
10000616,苏试快,32,女,1994-05-22,大港四街119号-5-7,江苏,中国,432423201405037458,一般或较弱,13302075579
10000617,哈山况,18,男,1994-06-05,无棣三街66号-9-5,湖北,台湾,51250219240708179,有生理缺陷,15506495971
10000618,石离当,30,女,1996-03-16,郭口大厦127号-4-4,湖北,中国,612723194506185580,健康或良好,15905711822
10000619,秋做联,29,男,1993-07-25,内蒙古路122号-5-8,上海,中国,612233198310139145,健康或良好,13802607550
10000620,徐配议,32,男,1997-05-30,硕阳街124号-20-3,江苏,美国,640921193002031458,有生理缺陷,13606091190
10000621,后某差,32,男,1992-11-06,嘉义街115号-14-9,上海,美国,232435196605087573,健康或良好,15801615074
10000622,经由续,31,女,1996-01-27,太湖路65号-7-7,江苏,台湾,370108199203228115,残疾,15701341069
10000623,戚以类,27,女,1994-10-02,无棣纬一广场60号-2-3,云南,澳门,362509196607309083,有慢性病,15706104117
10000624,屈元名,22,女,1994-03-29,临朐路93号-14-8,江苏,香港,370424192707059588,有慢性病,15707832886
10000625,彭风前,34,男,1993-04-25,兴安支街44号-10-4,云南,澳门,442421197810234317,健康或良好,15707958067
10000626,莘问中,31,女,1997-11-04,滋阳街131号-8-6,上海,香港,530737199008253186,有生理缺陷,13002321250
10000627,督果图,25,男,1997-01-26,桑梓路53号-13-8,云南,中国,220402197510147936,残疾,13207714621
10000628,夔反式,34,女,1995-06-01,贵州街147号-6-5,安徽,台湾,532322198305012800,残疾,13601634421
10000629,晏那根,25,女,1992-12-02,新疆路129号-16-8,安徽,中国,462504193407307550,有生理缺陷,13404678719
10000630,段产帮,33,男,1995-06-23,仙游路105号-16-7,湖北,香港,430409194007216888,残疾,13002243342
10000631,伏除叫,22,女,1993-06-21,洞庭湖广场45号-19-9,上海,台湾,342309194302209209,残疾,15301296230
10000632,伏真由,18,女,1995-11-25,新湛二路131号-3-3,云南,美国,122302200010287022,一般或较弱,13900481827
10000633,昌前传,26,男,1997-01-22,郭口大厦37号-4-6,云南,台湾,652223193804185172,一般或较弱,13202412889
10000634,庄节装,33,女,1996-08-07,陵县大厦16号-15-6,江苏,台湾,81040719641015321,健康或良好,15802931544
10000635,虞反入,29,男,1997-08-06,乐陵街29号-17-10,湖北,香港,120336200504097305,健康或良好,13808775764
10000636,郁你从,32,男,1993-05-29,南海支路65号-8-5,江苏,台湾,310832201604072691,有生理缺陷,15603672938
10000637,郤场军,26,女,1991-11-08,西江广场68号-7-9,上海,台湾,142625196302065717,健康或良好,13707415826
10000638,柴四选,32,男,1994-11-26,兰山路119号-11-3,江苏,中国,332104198701058239,有慢性病,15606270220
10000639,昝常长,33,女,1995-07-04,珠海一广场132号-14-8,湖北,美国,812222196012279178,健康或良好,15302287321
10000640,花收参,21,女,1993-10-08,无棣街108号-16-1,上海,中国,310631193910074784,健康或良好,15108626251
10000641,祖期士,31,男,1994-03-04,上海路121号-10-4,湖北,中国,520501194604025152,有生理缺陷,13301948170
10000642,乐费派,27,男,1993-10-22,龙泉路126号-13-5,云南,香港,410530200801277124,健康或良好,13500165010
10000643,干国谈,23,女,1993-05-26,文阳街33号-20-2,上海,中国,530408198812083747,有慢性病,13405903274
10000644,柳正号,27,女,1997-02-18,夏庄街道101号-3-7,上海,台湾,150827199607317594,健康或良好,13207484835
10000645,牛轻见,35,男,1992-10-09,芙蓉路25号-10-3,云南,中国,130908201203218761,一般或较弱,15806354261
10000646,庄团应,31,女,1995-04-17,长安路29号-18-6,云南,香港,612304200308286407,有生理缺陷,13204488529
10000647,万确液,24,男,1993-03-13,利津路112号-14-1,云南,澳门,410837199812015371,一般或较弱,13508288794
10000648,牛查个,24,女,1993-02-22,浙江路49号-11-9,湖北,中国,212429192803199781,有慢性病,13808330457
10000649,糜类续,25,男,1995-08-25,菜市一街17号-12-5,安徽,香港,521034195001161729,健康或良好,13505931154
10000650,仇合节,32,男,1995-02-19,台东一街102号-15-5,江苏,台湾,430308193011064032,有生理缺陷,13305052484
10000651,鄢干并,29,男,1997-07-17,普集路58号-12-5,湖北,台湾,462701199606234835,有慢性病,15303294825
10000652,农次习,18,男,1996-02-22,杭州支广场144号-8-4,安徽,美国,340410195008146223,残疾,13308306284
10000653,葛练于,28,女,1991-12-24,峄县路55号-6-3,湖北,香港,110837197206288882,健康或良好,15707560916
10000654,堵明原,22,女,1997-09-08,港夏街115号-10-4,云南,台湾,322325194504247800,健康或良好,15205834789
10000655,徐白华,30,女,1998-01-15,大名路65号-6-5,江苏,中国,410809198604241420,有生理缺陷,15307321635
10000656,仲眼型,25,女,1997-05-11,台东西七街83号-15-2,上海,澳门,620537193211226284,残疾,13407450578
10000657,顾第社,29,女,1992-05-26,驼峰路30号-3-6,江苏,中国,510206200803167819,一般或较弱,13404905641
10000658,欧酸天,26,男,1995-05-20,丰海路35号-13-3,云南,台湾,312422194012024648,有慢性病,13205141548
10000659,侯空波,21,男,1997-05-14,朝城路135号-14-2,湖北,台湾,542606195307306372,有生理缺陷,13102060510
10000660,谈大前,33,男,1993-01-25,历城广场137号-19-5,江苏,台湾,130601194312188204,有生理缺陷,15103825401
10000661,艾其正,24,男,1992-03-20,瞿塘峡街49号-9-8,安徽,美国,420925195203115875,残疾,13506195918
10000662,邴织直,34,女,1995-05-28,伏龙街82号-11-5,云南,美国,330230198705107371,健康或良好,15906236340
10000663,伊文快,30,女,1998-01-16,浙江路21号-4-9,江苏,香港,430522197306198032,有慢性病,15101986559
10000664,融问素,18,女,1996-11-28,内蒙古路140号-5-2,安徽,澳门,630622198308189650,残疾,15600872487
10000665,骆论还,32,男,1995-04-03,澳门八街132号-20-4,湖北,台湾,812408200701105021,有慢性病,13305566731
10000666,池器线,23,男,1993-05-08,新湛支路96号-4-10,江苏,中国,652333194408218564,有慢性病,13505624728
10000667,空参温,27,女,1997-05-04,莱阳街26号-1-3,上海,中国,8121301966081709,有生理缺陷,15704522157
10000668,华边清,28,女,1993-07-07,峄县路55号-20-2,江苏,澳门,4124291978112591,残疾,13107681355
10000669,楚总术,22,女,1991-11-22,新湛一路101号-13-10,云南,中国,42252219181231360,有慢性病,15502841472
10000670,李阶板,23,男,1993-08-06,大港三街78号-20-7,上海,台湾,61212719940818879,有生理缺陷,13902940075
10000671,房行真,28,男,1994-07-06,西陵峡三路82号-15-5,云南,香港,350727194304206343,有慢性病,13808842144
10000672,莘苏老,19,男,1997-07-08,遵义路42号-8-2,上海,澳门,640924197802037734,一般或较弱,13005463673
10000673,符交群,24,女,1995-12-04,常州街53号-17-7,安徽,中国,212136197803106056,健康或良好,13201937220
10000674,农京才,32,男,1998-01-12,台东一街117号-14-9,上海,台湾,530730195212033349,有生理缺陷,13506875933
10000675,查采快,34,男,1997-10-31,台西纬三广场42号-17-7,湖北,澳门,510510191804024049,健康或良好,15307674750
10000676,秋规还,30,男,1997-12-17,团岛一街92号-11-10,上海,美国,710937198706221652,健康或良好,13707141479
10000677,邬配名,21,男,1997-12-30,铁山广场25号-1-1,上海,美国,712609199302144913,一般或较弱,15008123680
10000678,席口说,18,男,1994-06-12,泰山支路80号-13-1,安徽,美国,332422193103269447,健康或良好,13205275444
10000679,时充紧,34,男,1997-10-28,金田路99号-6-1,安徽,澳门,632223200903019195,有生理缺陷,13400510313
10000680,汝千手,21,男,1997-12-26,闽江二广场49号-7-1,安徽,香港,230332197203135946,有生理缺陷,13201603546
10000681,燕争做,20,女,1992-07-29,河北大厦23号-20-6,上海,台湾,530423198805012769,残疾,13403342710
10000682,敖学些,28,女,1993-03-12,寿康路27号-1-4,安徽,美国,420104199303306081,残疾,13902940574
10000683,符长府,27,男,1996-12-07,桓台路119号-11-8,上海,澳门,320328199206095291,一般或较弱,13708101925
10000684,仇南艺,35,女,1994-04-29,江南大厦141号-4-7,江苏,澳门,112209196905183428,有慢性病,13202664526
10000685,鄂受据,28,女,1993-08-03,南村广场51号-14-9,湖北,中国,330923198304166101,残疾,13004174388
10000686,庞艺企,28,男,1993-10-27,六码头103号-14-5,云南,中国,352734200812231391,一般或较弱,15901893256
10000687,武家工,34,男,1993-04-19,崇阳街95号-14-10,湖北,美国,122237195005285278,有生理缺陷,13507790703
10000688,池调大,31,男,1991-11-10,瞿塘峡街106号-6-7,上海,香港,412404193412028985,一般或较弱,13207554914
10000689,危王则,25,男,1996-05-02,宁国二支路145号-16-7,安徽,台湾,230601196805248609,残疾,13508297363
10000690,郭动林,35,女,1995-10-02,清和街99号-4-10,安徽,台湾,430528195904217141,有生理缺陷,15605274823
10000691,扈轮技,30,女,1992-10-04,吴淞路28号-10-7,湖北,台湾,620933195111094740,有生理缺陷,15204955482
10000692,芮去管,30,女,1993-06-17,济宁支街57号-15-1,江苏,美国,342724200211299764,残疾,15800651025
10000693,屠车起,27,女,1994-07-10,宁国二支路110号-17-5,安徽,澳门,460334194306181700,残疾,15800906921
10000694,瞿等办,18,男,1996-01-01,台西二街41号-20-7,湖北,美国,150603198503211331,健康或良好,13704367853
10000695,燕式器,34,男,1995-02-19,天台二路100号-6-5,安徽,香港,430902194808153344,一般或较弱,13004631379
10000696,樊光八,24,男,1995-09-25,丰盛街111号-11-6,湖北,香港,531030195104273898,一般或较弱,15707152972
10000697,冀布于,31,男,1992-02-06,浙江路143号-12-2,安徽,台湾,522525192909022862,有生理缺陷,15908717460
10000698,国算害,19,女,1997-04-17,莱芜一广场90号-16-3,云南,美国,220421201503086860,健康或良好,13807346656
10000699,单除需,21,女,1993-01-03,朝城路82号-14-2,云南,中国,712133197207183933,有生理缺陷,13305470660
10000700,喻设候,21,女,1997-06-06,台东西七街49号-6-6,湖北,香港,312605198901299942,健康或良好,15208154382
10000701,茅如程,20,女,1992-08-19,普集路32号-19-3,湖北,美国,11043220151120735,一般或较弱,15504785535
10000702,袁会然,29,男,1992-10-20,台东三街60号-6-9,安徽,中国,510832200906185608,有生理缺陷,15902835086
10000703,柯四除,21,女,1993-11-11,金乡东路31号-12-3,湖北,美国,440205193102215165,有生理缺陷,13206466735
10000704,戚天适,30,男,1997-04-22,三明北街144号-7-4,上海,香港,541023194112116869,一般或较弱,15901592784
10000705,年落江,18,女,1994-12-04,流亭大厦120号-9-7,云南,香港,340108198710289139,健康或良好,13002192026
10000706,井要下,31,女,1996-05-26,莆田街14号-14-6,云南,中国,542105196709224991,一般或较弱,13701257932
10000707,曾只者,24,男,1997-08-17,漳浦广场30号-15-9,湖北,美国,462609194903098880,残疾,15701975533
10000708,郏标书,35,男,1993-03-09,逍遥三大厦29号-6-7,上海,澳门,442129192103179975,有生理缺陷,13507338083
10000709,阎二红,24,男,1996-02-04,宁国一大厦142号-20-8,上海,美国,631030199808011549,残疾,13002454156
10000710,沙土流,32,女,1993-09-11,大学广场49号-13-8,安徽,台湾,312427195509233838,一般或较弱,13806906355
10000711,慕果别,28,女,1994-11-14,福清广场109号-1-10,安徽,澳门,610536200211059083,有慢性病,13604610747
10000712,元百传,19,男,1996-07-17,历城广场33号-20-4,湖北,中国,712222198709193889,健康或良好,13803156070
10000713,仲争的,21,男,1993-05-02,鄱阳湖大厦147号-7-2,湖北,台湾,542134199502096642,有生理缺陷,13707897642
10000714,燕帮半,18,女,1995-01-17,利津路96号-16-3,江苏,美国,230737192508266672,有慢性病,13006277352
10000715,璩怎日,29,男,1992-08-24,如东路136号-17-10,上海,中国,12100220110326328,有生理缺陷,13104612467
10000716,鞠道均,32,女,1996-08-21,临邑路83号-20-10,安徽,香港,360932197110056838,有慢性病,15802970947
10000717,臧五队,27,女,1997-02-05,泰州六街111号-14-6,上海,美国,152421195503317843,健康或良好,15307876151
10000718,盖往候,21,男,1997-05-14,湛山路47号-3-5,江苏,美国,510306200309098518,一般或较弱,15007434862
10000719,晁意基,29,女,1992-08-11,澳门八街53号-13-3,安徽,中国,500430200603281646,一般或较弱,15507558405
10000720,杨过源,32,女,1997-10-13,云南路148号-8-10,云南,台湾,44103219541001391,一般或较弱,13502118275
10000721,宣联记,23,女,1994-07-12,荷泽路21号-16-6,江苏,香港,420125194006126265,残疾,15301814725
10000722,倪周派,28,男,1994-07-27,济宁支街99号-1-10,湖北,香港,151025197502143398,有生理缺陷,15007251666
10000723,充正立,28,男,1992-03-14,江苏广场19号-11-7,云南,台湾,310802194610033973,有生理缺陷,15501241005
10000724,耿石派,20,女,1994-09-08,商河路23号-10-4,安徽,中国,222524198307304632,有生理缺陷,15205338564
10000725,鄢落将,33,男,1992-01-18,天台东二街23号-5-5,云南,香港,652626199809266196,有生理缺陷,15308766966
10000726,邵题增,24,女,1997-07-12,中川路17号-19-4,上海,澳门,1226241973051930,残疾,15905862420
10000727,裴得区,25,男,1992-09-28,齐东路78号-20-3,江苏,台湾,642133201107191965,一般或较弱,15307034194
10000728,支深死,20,男,1995-01-18,易州广场128号-4-1,上海,美国,642626196109032303,残疾,13300051359
10000729,扈光开,29,女,1993-08-16,新安路107号-17-7,江苏,香港,61232619480103503,残疾,15906522707
10000730,左部原,29,女,1994-06-13,莒县路91号-3-6,上海,香港,542102197002157535,残疾,15902650551
10000731,童情习,21,男,1993-06-12,安邱街102号-17-5,上海,香港,63050419881118481,残疾,13408580104
10000732,狄南易,28,女,1992-04-18,高苑大厦73号-18-10,湖北,香港,420210191804074835,有慢性病,13006181700
10000733,郑越兵,20,女,1993-11-02,华严路124号-6-9,湖北,台湾,230406192102091598,有慢性病,13703273309
10000734,冉施却,26,男,1994-09-05,杭州支广场26号-1-10,江苏,中国,460102201408204781,有慢性病,13008872174
10000735,康另千,35,女,1997-01-10,上杭路112号-8-8,上海,美国,442132198008045331,有慢性病,15306618870
